Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2005",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,1,0,0,0,0,1,0,
"Harvard Theological Review",Cambridge University Press,,Cambridge Core,,CUP:HTR,,0017-8160,1475-4517,https://www.cambridge.org/core/product/identifier/HTR/type/journal,Journal,Article,"2005",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Harvard Theological Review",Cambridge University Press,,Cambridge Core,,CUP:HTR,,0017-8160,1475-4517,https://www.cambridge.org/core/product/identifier/HTR/type/journal,Journal,Article,"2005",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Harvard Theological Review",Cambridge University Press,,Cambridge Core,,CUP:HTR,,0017-8160,1475-4517,https://www.cambridge.org/core/product/identifier/HTR/type/journal,Journal,Article,"2005",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,Journal,Article,"2006",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,Journal,Article,"2006",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Child Language",Cambridge University Press,,Cambridge Core,,CUP:JCL,,0305-0009,1469-7602,https://www.cambridge.org/core/product/identifier/JCL/type/journal,Journal,Article,"2006",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Cultural Property",Cambridge University Press,,Cambridge Core,,CUP:JCP,,0940-7391,1465-7317,https://www.cambridge.org/core/product/identifier/JCP/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Cultural Property",Cambridge University Press,,Cambridge Core,,CUP:JCP,,0940-7391,1465-7317,https://www.cambridge.org/core/product/identifier/JCP/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Cultural Property",Cambridge University Press,,Cambridge Core,,CUP:JCP,,0940-7391,1465-7317,https://www.cambridge.org/core/product/identifier/JCP/type/journal,Journal,Article,"2007",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Journal,Article,"2007",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2008",Controlled,Regular,Total_Item_Investigations,5,0,0,0,0,0,3,2,0,0,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2008",Controlled,Regular,Total_Item_Requests,5,0,0,0,0,0,3,2,0,0,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2008",Controlled,Regular,Unique_Item_Requests,3,0,0,0,0,0,2,1,0,0,0,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Journal,Article,"2010",Controlled,Regular,No_License,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2010",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The Classical Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CAQ,,0009-8388,1471-6844,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,3,0,0,0,0,0,0,
"The Classical Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CAQ,,0009-8388,1471-6844,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,2,0,0,0,0,0,0,
"The Classical Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CAQ,,0009-8388,1471-6844,https://www.cambridge.org/core/product/identifier/CAQ/type/journal,Journal,Article,"2010",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"2011",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"2011",Controlled,Regular,No_License,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2011",Controlled,Regular,Total_Item_Investigations,4,0,0,0,0,0,4,0,0,0,0,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2011",Controlled,Regular,Total_Item_Requests,4,0,0,0,0,0,4,0,0,0,0,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2011",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,2,0,0,0,0,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2012",Controlled,Regular,Total_Item_Investigations,11,0,0,0,0,0,1,0,3,0,3,4,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2012",Controlled,Regular,Total_Item_Requests,11,0,0,0,0,0,1,0,3,0,3,4,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2012",Controlled,Regular,Unique_Item_Requests,7,0,0,0,0,0,1,0,2,0,2,2,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2012",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2012",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2012",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Investigations,9,0,0,0,0,0,1,0,0,0,4,2,2,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2014",Controlled,Regular,Total_Item_Requests,9,0,0,0,0,0,1,0,0,0,4,2,2,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2014",Controlled,Regular,Unique_Item_Requests,5,0,0,0,0,0,1,0,0,0,2,1,1,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Investigations,8,0,0,0,0,0,3,0,0,1,4,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Requests,8,0,0,0,0,0,3,0,0,1,4,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"2015",Controlled,Regular,Unique_Item_Requests,4,0,0,0,0,0,1,0,0,1,2,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2015",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2015",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"International Journal of Middle East Studies",Cambridge University Press,,Cambridge Core,,CUP:MES,,0020-7438,1471-6380,https://www.cambridge.org/core/product/identifier/MES/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,11,0,0,0,0,0,7,0,0,1,3,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,11,0,0,0,0,0,7,0,0,1,3,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,8,0,0,0,0,0,5,0,0,1,2,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Investigations,1,0,0,0,0,0,1,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2019",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,1,0,0,0,1,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,1,0,0,0,1,0,0,
"Bilingualism: Language and Cognition",Cambridge University Press,,Cambridge Core,,CUP:BIL,,1366-7289,1469-1841,https://www.cambridge.org/core/product/identifier/BIL/type/journal,Journal,Article,"2019",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,1,0,0,0,1,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,2,0,0,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,2,0,0,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,1,0,0,0,0,0,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,6,0,0,0,0,0,1,0,0,2,2,1,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,6,0,0,0,0,0,1,0,0,2,2,1,0,
"Popular Music",Cambridge University Press,,Cambridge Core,,CUP:PMU,,0261-1430,1474-0095,https://www.cambridge.org/core/product/identifier/PMU/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,5,0,0,0,0,0,1,0,0,1,2,1,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1977",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1977",Controlled,Regular,No_License,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Epidemiology & Infection",Cambridge University Press,,Cambridge Core,,CUP:HYG,,0022-1724,,https://www.cambridge.org/core/product/identifier/HYG/type/journal,Journal,Article,"1984",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The China Quarterly",Cambridge University Press,,Cambridge Core,,CUP:CQY,,0305-7410,1468-2648,https://www.cambridge.org/core/product/identifier/CQY/type/journal,Journal,Article,"1998",Controlled,Regular,No_License,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Social Philosophy and Policy",Cambridge University Press,,Cambridge Core,,CUP:SOY,,0265-0525,1471-6437,https://www.cambridge.org/core/product/identifier/SOY/type/journal,Journal,Article,"2004",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Social Philosophy and Policy",Cambridge University Press,,Cambridge Core,,CUP:SOY,,0265-0525,1471-6437,https://www.cambridge.org/core/product/identifier/SOY/type/journal,Journal,Article,"2004",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Social Philosophy and Policy",Cambridge University Press,,Cambridge Core,,CUP:SOY,,0265-0525,1471-6437,https://www.cambridge.org/core/product/identifier/SOY/type/journal,Journal,Article,"2004",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Journal,Article,"2004",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Journal,Article,"2004",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Du Bois Review: Social Science Research on Race",Cambridge University Press,,Cambridge Core,,CUP:DBR,,1742-058X,1742-0598,https://www.cambridge.org/core/product/identifier/DBR/type/journal,Journal,Article,"2004",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"2006",Controlled,Regular,Total_Item_Investigations,13,0,0,0,0,0,0,1,12,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"2006",Controlled,Regular,Total_Item_Requests,4,0,0,0,0,0,0,0,4,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"2006",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"2010",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"2010",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Mathematical Gazette",Cambridge University Press,,Cambridge Core,,CUP:MAG,,0025-5572,2056-6328,https://www.cambridge.org/core/product/identifier/MAG/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Mathematical Gazette",Cambridge University Press,,Cambridge Core,,CUP:MAG,,0025-5572,2056-6328,https://www.cambridge.org/core/product/identifier/MAG/type/journal,Journal,Article,"2019",Controlled,Regular,No_License,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Studies in Second Language Acquisition",Cambridge University Press,,Cambridge Core,,CUP:SLA,,0272-2631,1470-1545,https://www.cambridge.org/core/product/identifier/SLA/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,4,0,0,0,0,0,0,4,0,0,0,0,0,
"Studies in Second Language Acquisition",Cambridge University Press,,Cambridge Core,,CUP:SLA,,0272-2631,1470-1545,https://www.cambridge.org/core/product/identifier/SLA/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,4,0,0,0,0,0,0,4,0,0,0,0,0,
"Studies in Second Language Acquisition",Cambridge University Press,,Cambridge Core,,CUP:SLA,,0272-2631,1470-1545,https://www.cambridge.org/core/product/identifier/SLA/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Journal of Race, Ethnicity and Politics",Cambridge University Press,,Cambridge Core,,CUP:REP,,,2056-6085,https://www.cambridge.org/core/product/identifier/REP/type/journal,Journal,Article,"2020",Controlled,Regular,No_License,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,2,0,0,0,0,0,
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,2,0,0,0,0,0,
